name,product_list
上海磐熹资产管理有限公司,舟山磐熹之城投资管理合伙企业(有限合伙)|上海创钛创业投资企业(有限合伙)|舟山磐熹之讷投资管理合伙企业(有限合伙)|舟山磐熹之坤投资管理合伙企业(有限合伙)
常州众诚天舜投资管理合伙企业（有限合伙）,萍乡尧舜壹号投资合伙企业(有限合伙)|萍乡天舜壹号投资合伙企业(有限合伙)|萍乡舜天投资合伙企业(有限合伙)|萍乡众诚壹号投资合伙企业(有限合伙)
深圳市羽翰资产管理有限公司,陕国投·沪秦9号证券投资集合资金信托计划|羽翰鑫之源1号私募基金|元宋梵宇2号私募证券投资基金|陕国投·沪秦8号证券投资集合资金信托计划|前海聚德1号证券投资基金|陕国投·沪秦7号证券投资集合资金信托计划|羽翰趋势策略对冲8号私募基金|光大信托-创赢1号证券投资集合资金信托计划|羽翰梵宇9号私募证券投资基金|羽翰锦隆成长精选7号私募基金|陕国投·沪秦10号证券投资集合资金信托计划|联峰鼎汇2期投资基金|羽翰梵宇3号私募证券投资基金|英大信托-尊赢ZY-003号：证券投资集合资金信托计划|聚鑫2019号集合资金信托计划|羽翰FOF私募基金|华润信托-润之信10期集合资金信托计划|羽翰梵宇5号私募证券投资基金|陕国投·沪秦6号证券投资集合资金信托计划|陕国投·沪秦5号证券投资集合资金信托计划
上海千宜资产管理有限公司,千宜开元1号证券投资基金|千宜安贞4号私募证券投资基金|千宜拾利3号私募证券投资基金|千宜丰亨2号私募证券投资基金
深圳市暮云投资管理有限公司,深圳市暮云汇通投资企业(有限合伙)
安徽国厚投资管理有限公司,池州江南徽银中小企业创盈发展基金(有限合伙)|宿松徽银城镇化一号基金(有限合伙)|广德广发城镇化一号基金(有限合伙)|太湖徽银城镇化一号基金(有限合伙)|芜湖市国厚企业管理中心(有限合伙)|五河县水乡一号城镇化基金(有限合伙)|国厚一号私募证券投资基金|庐江徽银城镇化一号基金(有限合伙)|宿州市宿马园区徽盈中小企业发展基金(有限合伙)|亳州广亳城镇发展一号基金(有限合伙)|铜陵铜欣城镇化一号基金合伙企业(有限合伙)|徽银霍山城镇化一号基金(有限合伙)|宿州兴宿城镇化一号基金(有限合伙)|宣城市振企产业投资基金(有限合伙)|巢湖徽银城镇化一号基金(有限合伙)|望江徽银城镇化一号基金(有限合伙)|蚌埠兴蚌四号城市发展基金(有限合伙)|蚌埠禹发一号城镇化基金(有限合伙)|安庆同安城镇化一号基金(有限合伙)|蚌埠兴蚌三号城镇化基金(有限合伙)|潜山徽银城镇化一号基金(有限合伙)|马鞍山市江东徽银城镇化一号基金(有限合伙)|铜陵大江城镇化壹号基金合伙企业(有限合伙)|旌德县旺旌城镇发展一号基金(有限合伙)|芜湖县徽银城镇化一号基金(有限合伙)|蚌埠徽银助力发展基金(有限合伙)|滁州市徽银城镇化一号基金合伙企业(有限合伙)|镇江兴镇城镇化一号基金(有限合伙)|徽银舒城城镇化一号基金(有限合伙)|铜陵发展义安产业投资基金有限合伙企业(有限合伙)|合肥国厚徽诚投资合伙企业(有限合伙)|郎溪县盛川城镇发展一号基金(有限合伙)|定远县徽银城镇化壹号基金管理中心(有限合伙)|国厚投资三号私募基金|天长市徽银城镇化壹号基金管理中心(有限合伙)|来安县徽银城镇化壹号基金管理中心(有限合伙)|徽银寿县城镇化一号基金(有限合伙)|徽银霍邱城镇化一号基金(有限合伙)|宿州经开区重点产业投资债权基金(有限合伙)|凤阳县徽银城镇化管理壹号基金管理中心(有限合伙)|马鞍山市花投徽银城镇化一号基金(有限合伙)|铜陵县徽银城镇化壹号基金管理中心(有限合伙)|徽银金寨城镇化一号基金(有限合伙)|六安裕安徽银城镇化壹号基金(有限合伙)|亳州兴蒙城镇化一号基金(有限合伙)|铜陵欣荣铜基新材料产业发展基金(有限合伙)|颍上县徽银城镇化建设一号基金(有限合伙)|太和县新城城镇化基金(有限合伙)|铜陵大江中小企业创盈发展基金(有限合伙)|玉林湾行城市发展基金合伙企业(有限合伙)|上饶市信州区城东发展一号投资管理中心(有限合伙)|淮南市徽银产业发展引导基金(有限合伙)|宿州市宿马园区润达产业发展基金(有限合伙)|芜湖市徽银皖江明珠一号城市发展基金(有限合伙)|固镇县大美建设一号城镇化基金(有限合伙)|肥西徽银城镇化一号基金(有限合伙)|亳州利辛徽银城镇化一号基金(有限合伙)|明光市徽银城镇化壹号基金管理中心(有限合伙)|大连渤源企业管理中心(有限合伙)|亳州谯城徽银城镇化一号基金(有限合伙)|亳州市徽银创盈中小企业发展基金(有限合伙)|东至徽银城镇化一号基金管理中心(有限合伙)|滁州市南谯区徽银城镇化壹号基金管理中心(有限合伙)|枞阳徽银城镇化一号基金(有限合伙)|淮北徽银城镇化一号基金(有限合伙)|亳州兴亳城镇发展一号基金(有限合伙)|丹阳成泰城镇化壹号基金(有限合伙)|徽银金安城镇化一号基金(有限合伙)|淮南市徽银城镇化一号基金(有限合伙)|桐城徽银城镇化一号基金(有限合伙)|句容徽银城镇化基金企业(有限合伙)|宿州创盈中小企业发展基金(有限合伙)|南通徽银城镇化基金合伙企业(有限合伙)|阜阳徽银城镇化一号基金(有限合伙)|繁昌徽银城镇化一号基金(有限合伙)|蚌埠徽银高新中小企业创盈基金(有限合伙)|邳州润城城镇发展基金(有限合伙)|宣城兴宣城镇发展一号基金(有限合伙)|马鞍山经开区徽银城镇化壹号基金管理中心(有限合伙)|当涂县徽银城镇化一号基金(有限合伙)|国厚投资二号私募基金|芜湖市镜湖徽银城镇化一号基金(有限合伙)|怀宁徽银城镇化一号基金(有限合伙)|芜湖市三山徽银城镇化一号基金(有限合伙)|芜湖市弋江徽银城镇化一号基金(有限合伙)|亳州涡阳徽银城镇化一号基金(有限合伙)|滁州市琅琊区徽银城镇化壹号基金管理中心(有限合伙)|蚌埠兴蚌一号城市基金(有限合伙)|岳西徽银城镇化一号基金(有限合伙)|六安徽银绿色发展基金(有限合伙)|扬中兴扬城镇化一号基金(有限合伙)|南陵徽银城镇化一号基金(有限合伙)|长丰县徽银城镇化一号基金合伙企业(有限合伙)|蚌埠兴蚌二号城市发展基金(有限合伙)
北京元丰达资产管理有限公司,元丰达5号私募证券投资基金|中信建投-元丰达2号资产管理计划
上海久熙投资管理有限公司,金鑫精选1号私募证券投资基金|久熙精选2号证券投资基金|金鑫精选2号私募证券投资基金|金鑫精选3号私募证券投资基金
中投国资基金管理（北京）有限公司,中投国资“一带一路”卫星媒体基金|中投国资股权投资私募基金2号
上海交创投资管理有限公司,交创读秒三号私募基金|交创协信迅赢一号私募基金|交创阳光城翡丽湾私募基金|交创读秒二号私募基金|交创稳赢二号私募基金|交创阳光城翡丽湾私募基金二期|毕节民生信安电煤保障基金管理中心(有限合伙)|交创佳兆业绍兴随园私募基金|交创盈政二号私募基金|上海交讯投资管理合伙企业(有限合伙)|交创佳兆业绍兴随园二期私募基金|交创三盛滨江国际私募基金|交创读秒四号私募基金|交创读秒消费金融私募基金|交创春江恒大城私募基金|交创东海一号基金|交创三盛滨江国际私募基金四号|交创钱隆首府私募基金二期|交创三盛滨江国际私募基金三号|交创协信迅赢二号私募基金|交创三盛滨江国际私募基金二号|交创钱隆首府私募基金三期|交创稳赢1号私募基金|交创钱隆首府私募基金|交创读秒旅游分期私募基金|私募工场上海交创创富三号私募证券投资基金|交创钱隆首府私募基金四期|交创盈政一号私募基金
北京蓝天盛源资本管理有限公司,蓝天盛源-汇智稳健私募基金
上海宥盛资产管理有限公司,宥盛先锋1号私募债券投资基金|宥盛尊享2号私募证券投资基金|上海瓴熠互联网科技合伙企业(有限合伙)|宥盛尊享6号私募证券投资基金|宥盛先锋2号私募证券投资基金|宥盛尊享7号私募证券投资基金|宥盛尊享8号私募证券投资基金|宥盛尊享1号私募证券投资基金|上海瓴逸互联网科技合伙企业(有限合伙)|宥盛2号私募投资基金|宥盛尊享5号私募证券投资基金|宥盛尊享3号私募证券投资基金
上海朗实投资管理中心（有限合伙）,北方信托北信盈实663组合投资单一资金信托|朗实之星3号私募证券投资基金|渤海信托·2019金亿项目单一资金信托|朗实之星私募证券投资基金|北方信托北信盈实665组合投资单一资金信托|中信建投龙兴662号定向资产管理计划
深圳市富直资本管理有限公司,兴业信托·富直1号量化对冲集合资金信托计划|兴业信托·富直2号量化对冲集合资金信托计划|富直中港精选私募证券投资基金
北京聚融资本投资管理有限公司,聚融资本-建业1号私募股权投资基金
苏州顺融创业投资管理合伙企业（有限合伙）,苏州顺融天使创业投资合伙企业(有限合伙)|苏州顺融天使二期创业投资合伙企业(有限合伙)|苏州顺融进取二期创业投资合伙企业(有限合伙)|苏州顺融瑞腾二期创业投资合伙企业(有限合伙)|苏州顺融天使三期创业投资合伙企业(有限合伙)|苏州顺融进取创业投资合伙企业(有限合伙)
山东兴利德创业投资有限公司,济南德昌股权投资管理合伙企业(有限合伙)|兴德开阳1号私募证券投资基金|兴德开阳2号私募证券投资基金
上海莽荒资产管理有限公司,君尚一号私募证券投资基金|君合一号私募证券投资基金|尚杉一号证券投资基金|新征程1号私募基金|尚杉二号私募投资基金|宏阳1号私募投资基金|咸亨一号私募投资基金|米素1号私募证券投资基金|咸亨二号私募投资基金
北京玉泉资本管理有限公司,玉泉添富创新1号私募投资基金|上海弘烨企业管理中心(有限合伙)|玉泉柏盛策略1号私募证券投资基金
四川众恒股权投资基金管理有限公司,
衡水普信资产管理有限公司,普信资产—成长优选私募证券投资基金|衡水市大恒战新产业股权投资基金中心(有限合伙)
深圳市立诚股权投资基金管理有限公司,深圳市民诚股权投资合伙企业(有限合伙)
米多（北京）资产管理有限公司,米多利-坤灵稳福私募投资基金4号|米多利-鼎丰私募投资基金5号|米多-湖岸特殊资产3号私募基金|米多恒久私募投资基金|米多利-鸿泰稳福私募投资基金2号|米多利-鼎盛私募投资基金2号|米多利-鸿顺安瑞私募投资基金7号|米多利-鸿丰积禄私募投资基金7号|米多资产-湖岸特殊投资机会劣后级私募基金|米多利-屹立信私募投资基金2号|米多利-鸿丰积禄私募投资基金9号|米多利-坤灵稳福私募投资基金3号|米多利-鸿顺安瑞私募投资基金6号|米多利-坤乾聚财私募投资基金4号|米多利-鸿顺安瑞私募投资基金9号|米多利-鸿丰积禄私募投资基金3号|米多-湖岸特殊资产5号私募基金|米多利-鼎泰私募投资基金7号|米多-湖岸特殊资产2号私募基金|米多利-鸿丰积禄私募投资基金1号|米多利-坤德积禄私募投资基金3号|米多利-鼎丰私募投资基金1号|米多利-鸿顺安瑞私募投资基金8号|米多利-坤乾聚财私募投资基金1号|米多利-坤德积禄私募投资基金1号|米多盈-平安大华定增2号私募证券投资基金|米多利-鼎丰私募投资基金2号|米多-九信金融定向增发1号投资基金|米多利-鸿盛聚财私募投资基金5号|米多金-上证50指数私募对冲基金|米多利-鼎泰私募投资基金3号|米多资产-深海远洋计划私募股权投资基金|米多利-鼎泰私募投资基金1号|米多利-鼎丰私募投资基金4号|米多资产--九鼎投资定向增发投资基金1号|米多-湖岸特殊资产7号私募基金|米多利-屹立信私募投资基金4号|米多利-鸿盛聚财私募投资基金4号|米多利-鼎泰私募投资基金4号|米多利-鼎丰私募投资基金6号|米多利-鸿顺安瑞私募投资基金1号|米多盈-平安大华定增1号私募证券投资基金|米多利-鸿泰稳福私募投资基金4号|米多利-鸿顺安瑞私募投资基金4号|米多金-九鼎军工防务私募基金|米多利-鼎盛私募投资基金3号|米多-九信金融定向增发2号投资基金|米多-湖岸机遇1号私募基金|米多-湖岸特殊资产6号私募基金|米多利-鸿泰稳福私募投资基金10号|米多利-鼎兴私募投资基金3号|米多利-鸿泰稳福私募投资基金5号|米多利-鼎泰私募投资基金2号|米多利-鸿泰稳福私募投资基金7号|米多利-鼎兴私募投资基金1号|米多-湖岸机遇2号私募基金|米多利-鼎兴私募投资基金2号|米多-湖岸机遇3号私募基金|米多新成长1期私募证券投资基金|米多利-坤德积禄私募投资基金2号|米多利-鼎泰私募投资基金8号|米多利-鼎泰私募投资基金10号|米多利-鸿泰稳福私募投资基金1号|米多-湖岸特殊资产4号私募基金|米多利-鸿顺安瑞私募投资基金2号|米多利-鼎泰私募投资基金6号|米多-九信金融定向增发投资基金|米多利-坤灵稳福私募投资基金2号|米多-湖岸光华1号私募基金|米多利-鸿泰稳福私募投资基金8号|米多利-鸿丰积禄私募投资基金2号|米多利-鸿顺安瑞私募投资基金5号|米多资产--九鼎投资定向增发投资基金2号|米多-湖岸光华3号私募基金|米多利-屹立信私募投资基金3号|米多利-鸿泰稳福私募投资基金3号|米多利-鸿顺安瑞私募投资基金10号|米多利-鼎丰私募投资基金3号|米多利-鸿丰积禄私募投资基金8号|长兴米多多米投资管理合伙企业(有限合伙)|米多利-坤乾聚财私募投资基金3号|米多利-坤灵稳福私募投资基金1号|米多利-鼎泰私募投资基金9号|米多-湖岸光华2号私募基金|米多资产-九鼎股权收益权投资基金一号|米多-湖岸特殊资产1号私募基金|米多利-鸿泰稳福私募投资基金6号|米多利-鸿丰积禄私募投资基金6号|米多利-鸿丰积禄私募投资基金10号|米多资产—九鼎投资定向增发投资基金3号|米多利-鸿盛聚财私募投资基金3号|米多利-鼎盛私募投资基金1号|米多利-鸿盛聚财私募投资基金2号|米多利-坤乾聚财私募投资基金2号|米多利-鸿盛聚财私募投资基金6号|米多利-鸿顺安瑞私募投资基金3号|米多-稳健配置1号私募证券投资基金|米多利-鸿丰积禄私募投资基金4号|米多利-鸿泰稳福私募投资基金9号|米多利-鸿丰积禄私募投资基金5号|米多利-鸿盛聚财私募投资基金1号|米多资产-湖岸特殊投资机会夹层级私募基金|新余新坐标投资管理合伙企业(有限合伙)|米多利-鼎泰私募投资基金5号|米多利-鸿盛聚财私募投资基金7号|米多利-屹立信私募投资基金1号
北京然成投资管理有限公司,财通基金-然成定增2号管理计划|财通基金-然成定增1号资产管理计划|中信建投基金天成1号资产管理计划|盛锦57号集合资金信托计划|财通基金-富春甲秀1号资产管理计划
无锡沅渡创业咨询有限公司,天津浔渡创业投资合伙企业(有限合伙)
上海一扇门资产管理有限公司,一扇门稳健3号私募投资基金|一扇门稳健1号私募投资基金|一扇门赢泰一号私募投资基金|一扇门稳健2号私募投资基金|一扇门稳健5号私募投资基金|一扇门日盈1号私募投资基金|一扇门进取1号私募基金|一扇门可为一号私募证券投资基金|一扇门稳健7号私募投资基金
上海尖晶投资有限公司,苏州璞丰投资中心(有限合伙)|尖晶资本新三板2号私募投资基金|加糖新三板私募投资基金|宁波梅山保税港区璞益投资管理合伙企业(有限合伙)|宁波璞和投资管理合伙企业(有限合伙)|上海光竹创业投资中心(有限合伙)|上海尖晶木三投资管理中心(有限合伙)|尖晶资本创和3号私募投资基金|尖晶资本创和1号私募投资基金|宁波璞泽投资管理合伙企业(有限合伙)|尖晶资本新三板1号私募投资基金
上海圻沣投资管理中心,圻沣定增1号基金|方正富邦国祯定增1号资产管理计划
深圳市羽翰创业投资有限公司,羽翰鼎凯尊享1期私募基金|羽翰FOF共赢基金
深圳市佰德纳投资管理有限公司,国联安-佰德纳-稳健进取1号|佰德纳6号私募基金|佰德纳8号私募基金|佰德纳9号私募基金
恒丰金控资产管理股份有限公司,恒丰私享量化1号沪深300期货基金
上海洲铭资产管理有限公司,华洲产业基金|上海琅寰投资中心(有限合伙)
广东盈盛股权投资基金管理有限公司,盈盛环峰能源股权投资1号|盈盛汇盛基金
北京数融科技投资有限公司,步步为赢一号私募基金|步步为赢1号私募投资基金|包杨赢合尊享私募证券投资基金|数融量化1号|包杨御风飞扬私募证券投资基金
深圳前海宏兆基金管理有限公司,霍尔果斯兆光财耀股权投资合伙企业(有限合伙)|霍尔果斯兆龙财通股权投资合伙企业(有限合伙)|西藏宏兆韬蕴创业投资合伙企业(有限合伙)|霍尔果斯兆龙乾安股权投资合伙企业(有限合伙)|深圳兆龙财跃股权投资企业(有限合伙)
西安景涵财务咨询合伙企业（有限合伙）,景涵增利6号私募投资基金
兴富投资管理有限公司,新余赣锋新能源产业投资合伙企业(有限合伙)|上海兴敏投资管理中心(有限合伙)|宁波兴富致远股权投资合伙企业(有限合伙)|德清兴富睿宏投资管理合伙企业(有限合伙)|宁波兴富先锋投资合伙企业(有限合伙)|宁波兴富优文投资合伙企业(有限合伙)|宁波高新区兴佳创业投资中心(有限合伙)|宁波兴富新禾股权投资合伙企业(有限合伙)|苏州中新兴富新兴产业投资合伙企业(有限合伙)|上海兴勤投资中心(有限合伙)|兴富可交换债券1期私募投资基金|宁波兴富乐家投资合伙企业(有限合伙)|宁波兴富锦仁投资合伙企业(有限合伙)|上海兴富创业投资管理中心(有限合伙)|宁波兴富慧杰投资管理合伙企业(有限合伙)|上海兴丹投资管理中心(有限合伙)|宁波兴富荣讯投资合伙企业(有限合伙)|宁波兴富艺华投资合伙企业(有限合伙)|兴富浩发私募股权投资基金|德清兴富睿盛投资管理合伙企业(有限合伙)|德清兴富德胜投资管理合伙企业(有限合伙)|兴富1号战略投资基金|德清兴富爱思投资管理合伙企业(有限合伙)
北京汇银正信投资管理有限公司,正信·秋实契约型私募证券投资基金
北京金嘉投资管理中心(有限合伙),金嘉二次元医疗产业私募基金|金嘉二次元金融科技产业私募投资基金|中轮信诚(北京)投资管理有限公司
武汉中投建华创业投资管理有限公司,武汉中投华建创业投资基金合伙企业(有限合伙)
上海全益投资中心(有限合伙),中泰信托债券投资吉弘|稳利德兆2期私募投资基金|稳利德兆1期投资基金|全益1期私募证券投资基金|全益2期私募证券投资基金|全益3期私募证券投资基金
北京介直投资有限公司,介直投资-广源1号私募基金|湘潭创新智慧私募股权基金企业(有限合伙)|介直投资-广源3号私募基金
嘉兴点益投资有限公司,点益1号证券投资基金|点益投资-私募学院菁英137号基金
厦门登云实嘉股权投资基金管理有限公司,登云 -海德龙定增私募基金
珠海横琴量行投资管理有限公司,量行鸿盛私募证券投资基金|量行1号证券投资基金|量行投资-私募学院菁英312号基金
湖南省中小微企业产业投资基金管理有限公司,湖南省中小微企业产业投资发展基金企业(有限合伙)|湖南瑞格创业投资基金企业(有限合伙)|湖南省中小微企业产业投资成长基金企业(有限合伙)
北京鑫昌星辉投资管理有限公司,鑫昌星辉1号新三板私募证券投资基金|鑫昌星辉2号私募基金
深圳市前海天阳金融服务股份公司,天阳新价值私募证券投资基金|天阳山海私募证券投资基金
北京瑞晖丽泽资本管理有限公司,朝晖1号资产管理计划
广州城发投资管理咨询有限公司,广州城发创业投资企业(有限合伙)|广州市城发泉达投资合伙企业(有限合伙)
深圳大成惠中基金管理有限公司,尽孝道老龄产业私募基金二号|南京海峡科工园科技发展中心(有限合伙)|大成尽孝道一号私募投资基金
南京金邦安投资管理顾问有限公司,容克一号私募证券投资基金|金邦安容克七号私募证券投资基金|金邦安容克套利二号私募证券投资基金|容克五号私募证券投资基金|金邦安多策略混合1期私募证券投资基金|全明星一号私募证券投资基金|容克三号私募证券投资基金|奉天大有一号私募证券投资基金|容克四号私募证券投资基金
杭州钱王资产管理有限公司,钱王金牛私募投资基金|钱王星田真源1号私募证券投资基金|宇迪钱王山3号私募基金|钱王金贝1号私募投资基金|钱王量化1号私募投资基金|宇迪钱王山2号投资基金|长安宇迪钱王山1号资产管理计划|钱王温润私募投资基金|钱王金牛2号私募投资基金|钱王乾睿量化1号投资基金
北京华夏汇智投资管理有限公司,华夏汇智-私募学院菁英109号基金|华夏汇智1号证券投资基金|华夏汇智-私募学院菁英108号基金
深圳市汇丰大通基金管理有限公司,深圳市汇丰大通壹号基金合伙企业(有限合伙)
安信融投资管理（北京）有限公司,北京合昌股权投资合伙企业(有限合伙)
杭州兼济投资管理有限公司,宝城-钱江二号资产管理计划|兼济长盈一号私募投资基金|宝城-钱江一号资产管理计划
上海郅浦资产管理有限公司,昆明郅浦启源冶金产业投资中心(有限合伙)|昆明聚全基础工业投资中心(有限合伙)
北京睿高资本管理有限公司,共青城睿高智创投资管理合伙企业(有限合伙)|共青城睿高智创投资管理合伙企业 (有限合伙)|睿高资本优享1号可转债私募投资基金|四川宜宾江安国资资产管理计划|睿高资本九州方园定增投资私募基金2号|睿高清正·天星资本定增投资基金|睿高资本·九州方园定增投资基金
深圳前海利信资产管理有限公司,利信凤凰一期私募投资基金|利信保利进取私募证券投资基金|保利创新私募投资基金|保利成长1期基金
北京乐惠投资基金管理有限公司,乐惠1号私募证券投资基金
常州市千年投资管理有限公司,常州市千年创业投资合伙企业(有限合伙)
上海仲谋资产管理有限公司,仲谋1号股权投资基金|仲谋专属5号私募基金|仲谋2号定增私募基金
红羊资产管理（上海）有限公司,红羊资产管理(上海)有限公司-私募学院菁英24号基金|红羊资产管理(上海)有限公司-亨通1号私募基金|红羊资产管理(上海)有限公司-红羊1号私募基金
中昊天元资产管理有限责任公司,中昊天元精彩星光2号影视投资基金
陕西财帮资产管理有限公司,财帮年富赢私募股权投资基金|财帮年富赢一期私募投资基金|财帮农业私募股权投资基金|金海岸收益权私募基金一号|同信收益权私募投资基金一号
广州北中长清投资管理有限公司,长清价值策略3号私募证券投资基金|长清1号证券投资基金|长清价值策略2号证券私募投资基金
北京博森泉资产管理有限公司,博森泉-深化价值1号契约型私募证券投资基金|平安汇通畅盈5号特定客户资产管理计划
江苏融许众拓投资管理有限公司,盛世伟岸产业并购私募基金1期|盛世伟岸产业并购私募基金2期|银河世纪专项投资私募基金二期|银河世纪专项私募投资基金|众星汇汽车产业投资基金|银河世纪专项投资私募基金一期
深圳市巨博华投资有限公司,巨博华量化3号私募基金|巨博华量化6号私募基金|巨博华量化1号|巨博华量化2号私募基金|巨博华量化5号私募基金|巨博华量化7号私募基金
上海朗道投资管理有限公司,朗道50私募基金|朗道量化精选相对策略私募基金|朗道量化绝对ABS001私募基金|朗道量化策略轮动私募基金|睿怡2号私募投资基金
北京国谦投资咨询有限公司,北京国仟共赢创业投资中心(有限合伙)
福建柏瑞嘉源资产管理有限公司,柏瑞嘉源成长1号基金
上海众嬴达富股权投资基金管理有限公司,众嬴达富新农业股权2号私募投资基金|众嬴达富新农业股权一号私募投资基金
上海复调投资管理有限公司,复调一号证券投资基金|复调二号私募证券投资基金
上海田鼎投资管理有限公司,德邦创新资本庆丰定增1号专项资产管理计划|陕国投-财富尊享15号定向投资集合资金信托计划|创金合信-鼎鑫东华实业1号资产管理计划|陕国投-兴荣3号定向投资集合资金信托计划|田鼎荣华1号私募证券投资基金
深圳前海海富通资本管理有限公司,金源一号私募证券投资基金
石河子鼎新联合投资管理有限公司,新疆鼎新联盛股权投资有限合伙企业|新疆鼎新联祥股权投资有限合伙企业
深圳市前海信和欣诺资产管理有限公司,深圳和光欣诺投资中心(有限合伙)
杭州倍格投资管理有限公司,倍格投资-连民一号证券投资基金|倍格二期四有进取私募证券投资基金
天津天富众泰资产管理有限公司,众泰亿铭1号私募基金
广州老鹰资产管理有限公司,老鹰资产一号私募证券投资基金|深圳珹信投资合伙企业(有限合伙)
深圳市华银未来资本管理有限公司,未来资本-炼金术2号私募基金|华银未来一号私募证券投资基金
舜耕天禾资产管理（北京）有限公司,圆信永丰-舜耕天禾-工商银行资产管理计划|舜耕天禾1号私募证券投资基金|舜耕8号证券投资基金|诺安资管舜耕天禾2号资产管理计划|舜耕天禾龙腾1号私募证券投资基金|舜耕天禾固赢1期私募基金
北京飞旋兄弟投资管理有限公司,成飞稳赢一号私募证券投资基金|飞旋成长五期证券投资基金|中融-融钰雅韵2号结构化证券投资集合资金信托计划|飞旋成长六期私募基金|飞旋成长三期私募证券投资基金|飞旋成长九期私募证券投资基金
深圳衍昌资产管理有限公司,财通基金-富春定增852号资产管理计划|衍昌创新增值1号私募基金|财通基金-富春定增548号资产管理计划|财通基金-富春定增557号资产管理计划|财通基金-富春定增559号资产管理计划|财通基金-富春定增547号资产管理计划|财通基金-富春定增851号资产管理计划|天治衍昌分级1号资产管理计划|衍昌稳健一号基金
上海深浪投资咨询有限公司,招商基金海西缘国内对冲1号|英大基金-招商银行-英大深浪1号
成都德商创客股权投资基金管理有限公司,成都德商金长川创客股权投资基金中心(有限合伙)
北京华瑞星辰资产管理有限公司,华瑞星辰量化壹号私募证券基金|华瑞星辰混合策略2号一期私募证券投资基金|华瑞星辰混合策略一期私募证券投资基金
杭州凯泰润汇投资管理有限公司,杭州凯泰厚德投资合伙企业(有限合伙)
北京合和信诚股权投资基金管理有限公司,合和信诚1号私募股权投资基金
无锡沅渡投资咨询有限公司,天津沅渡创业投资合伙企业(有限合伙)
广州德宝投资管理有限公司,德宝利丰私募证券投资基金|德宝1号基金|德宝富赢私募证券投资基金
北京望道投资管理有限公司,望道博泽稳健1号私募基金|望道博泽进取1号私募基金|望道博泽大健康1号私募基金
广东华迪新能投资管理有限公司,
北京盘古山资本管理有限公司,盘古山红1号基金
上海久奕雍霖投资管理有限公司,久奕杏林健康产业2号股权投资私募基金|久奕易皆福债务机会海外私募投资基金|久奕嘉实嘉赢优选C-1私募基金|久奕深宁智慧物流私募基金|久奕杏林健康产业1号私募基金|博善稳健FOF一号投资基金|嘉兴循祥投资管理合伙企业(有限合伙)|嘉实财富稳进3号证券投资私募基金|嘉兴雍循股权投资合伙企业(有限合伙)|奕驰产业升级1号私募基金|奕蓝新能源产业1期私募基金|嘉兴泽祥投资管理合伙企业(有限合伙)|嘉兴循然股权投资合伙企业(有限合伙)|久奕嘉实嘉赢优选D-1私募基金|上海久奕若彤创业投资合伙企业(有限合伙)|上海久奕炎泽创业投资企业(有限合伙)|久奕嘉实云帆2号股权投资私募基金|民航嘉实成长明星股权投资私募基金|奕霖新三板创富私募基金|久奕嘉实嘉赢优选C-2私募基金|久奕嘉实嘉赢优选C-3私募基金|民航嘉实成长明星2号股权投资私募基金|嘉兴循熠股权投资合伙企业(有限合伙)|嘉兴翰睿股权投资合伙企业(有限合伙)|久奕嘉实云帆1号股权投资私募基金
北京国开银信基金管理有限公司,中国开发区供应链金融私募产业投资基金|北大博雅供应链金融私募投资基金|盐城市大丰青鸟德众新材料产业投资基金(有限合伙)|北京青鸟景程投资管理中心(有限合伙)
宁波元晟资本管理有限公司,元晟-晟利1期私募证券投资基金|元晟-晟利1期A号私募证券投资基金
北京天启德鑫资产管理有限公司,北京华盛兄弟私募基金一号|天启升候对冲分级私募基金一号|天启谷羊私募证券投资基金|天启闻机量化对冲私募投资基金
上海弈术投资管理有限公司,弈术稳健一期基金|弈术精选一期基金|弈术绝对回报基金
南通金信灏洋投资管理有限公司,金信灏洋4号新三板私募投资基金
北京知盈投资管理有限公司,信水长流一期证券投资基金|信水长流二期证券投资基金|知盈价值趋势成长私募证券投资基金
上海晨钧投资咨询有限公司,广州晨钧股权投资合伙企业(有限合伙)
南通国信君安创业投资管理有限公司,南通国信君安创业投资有限公司
深圳前海元亨基金管理有限公司,深圳市宏创元亨投资企业(有限合伙)|元亨大宗商品供应链私募基金|元亨稳健一号私募基金|元亨乾系1号通讯类私募股权投资基金|元亨长安一号私募投资基金|元亨长盛一号工程设备产业发展私募投资基金
浙江瀚木资产管理有限公司,瀚木资产瀚木一号基金|瀚木三号私募证券投资基金|瀚木二号私募投资基金
深圳市源大汇信资产管理有限公司,源大汇信3号私募投资基金|源大宝赢1号私募基金|天弘方德-弘安定增1号资产管理计划|天弘方德-弘安定增3号资产管理计划|天弘方德-弘安定增2号资产管理计划|天弘源大-弘安定增5号资产管理计划|源大汇信定增 1 号资产管理计划|源大汇信定增2号资产管理计划|天津信托金鼎债券1号集合资金信托计划|中航信托·天启(2016)62号天弘源大定增1号项目集合资金信托计划|源大创新1号私募基金
深圳前海牛王资本管理集团有限公司,牛王-丰收稳盈票据基金
深圳市经证投资基金管理有限公司,经证-鸿运-文化传媒产业股权私募基金
