name,product_list
杭州中兰投资管理有限公司,中兰投资-锋利1号投资基金|中兰财富1号私募基金|中兰投资-泳慕CTA稳健1号投资基金|中兰财富2号混合投资私募基金|中兰投资-鹰飞金华3号投资基金|中之兰3号基金|中之兰5号基金|中兰投资-恒兴3号投资基金|中之兰2号基金|中兰投资-地平线稳健1号|中兰投资-鑫丰1号投资基金|中兰投资-尚水1号投资基金|中兰投资-君拙钱塘2号投资基金|中兰投资-启邦趋势投资基金|中兰投资-元鼎资管财富2号投资基金
深圳市汇通盈富基金管理有限公司,深圳市汇通盈富叁号股权投资基金合伙企业(有限合伙)|深圳市汇通盈富壹号股权投资基金合伙企业(有限合伙)|深圳市汇通盈富贰号股权投资基金合伙企业(有限合伙)|深圳市汇通正源股权投资基金合伙企业(有限合伙)
成大沿海产业（大连）基金管理有限公司,成大沿海产业(大连)基金(有限合伙)|成大沿海产业(大连)基金壹期(有限合伙)|共青城成大精智壹号投资管理合伙企业(有限合伙)|共青城成大工业技术产业投资管理合伙企业(有限合伙)|共青城成大沿海投资管理合伙企业(有限合伙)|共青城成大前瞻投资管理合伙企业(有限合伙)|共青城成大前源投资管理合伙企业(有限合伙)
上海联卡企业管理服务有限公司,重庆潜龙一号投资中心(有限合伙)|国明1号私募基金|联卡稳健1期证券投资私募基金|联卡择时增强私募证券投资基金|丙申一号证券投资私募基金|重庆牛博士二期证券投资私募基金|千牛一期私募证券投资基金|恒暄牵牛联卡私募证券投资基金|羽霖共创1号私募投资基金|联卡中证500指数增强私募证券投资基金|创富汇3号证券投资基金|朝阳门迎春1号私募证券投资基金|涛滔1期证券投资私募基金|创富汇成长2号私募证券投资基金|海棠一期私募证券投资基金|石毅一号私募证券投资基金
上海杰思汉能股权投资管理有限公司,上海杰思英荟创业投资管理中心(有限合伙)
青岛银盛泰投资管理有限公司,银盛泰泰得利1号私募股权投资基金|青岛银盛泰润泽投资中心(有限合伙)
北京昊青财富投资管理有限公司,昊青价值成长6号证券投资基金|高管增持计划1号|昊青价值成长7号证券投资基金|昊青价值成长8号证券投资基金|昊青价值成长2号证券投资基金|昊青价值成长3号证券投资基金|昊青价值成长5号证券投资基金|昊青价值稳健9号投资基金|昊青价值稳健10号投资基金|昊青价值精选1号|昊青价值成长1号证券投资基金|昊青价值稳健8号投资基金|昊青价值进取9号证券投资基金|宝鹰大股东增持计划1号|昊青价值精选6号|摩恩共赢一号员工持股计划|新融1号证券投资基金|昊青价值稳健1号投资基金|金院时代新三板投资基金一期|高管增持计划6号|昊青共享6期私募基金|高管增持计划3号|昊青价值进取2号证券投资基金|远效速赢1号证券投资基金
大连玫瑰石投资管理有限公司,玫瑰石私募策略基金5号|玫瑰石私募策略基金二期1号
北京乾元隆汇资产管理有限公司,珠海名仕乾元股权投资合伙企业(有限合伙)|乾元9号私募基金|宁波涌科创业投资中心(有限合伙)|绍兴柯桥乾元丰和股权投资合伙企业(有限合伙)|乾元科技私募股权投资基金|乾元8号投资基金|乾元泰和私募股权投资基金
河南同泰资产管理有限公司,上海拓雍股权投资基金管理中心(有限合伙)
上海吉越资产管理有限公司,吉越稳健2号私募投资基金
深圳市前海瑞旗资产管理有限公司,株洲易融瑞旗投资合伙企业(有限合伙)|瑞通新三板投资1号基金|博时资本-前海瑞旗汉京中心1号专项资产管理计划|前海瑞旗微影时代私募股权投资基金|前海瑞旗新瑞成长1号资产管理计划|舟山瑞旗投资合伙企业(有限合伙)|融瑞未来产业契约型私募投资基金
绍兴华建投资管理有限公司,绍兴华建创业投资有限公司
成都中铁海达股权投资基金管理有限公司,成都中铁高端交通装备产业创业投资合伙企业(有限合伙)|成都铁创智城投资管理合伙企业(有限合伙)
杭州莱茵冠体投资管理有限公司,珠海汇睿股权投资企业(有限合伙)|珠海致胜股权投资基金(有限合伙)
北京未来能源投资基金管理股份有限公司,中靖置业私募投资基金|中靖新能源一号私募投资基金
浙江舜正投资管理有限公司,舜正CTA二号私募投资基金|舜正新世纪1号证券投资私募基金|舜正多元智能私募证券投资基金|舜正成长对冲私募基金|舜正群蚁证券投资私募基金|舜正中证500指数增强私募基金|舜正沪深300指数增强证券投资私募基金|舜正CTA一号证券投资私募基金|舜正中性策略私募证券投资基金|舜正懿道股指增强1号私募基金
深圳前海护城河资产管理有限公司,护城河6号证券投资基金|护城河2号基金|护城河万川一号基金|护城河金钻1号稳健成长私募证券投资基金|护城河天诚1号证券投资基金|护城河3号基金|护城河明昌1号基金|护城河易聚财1号基金
上海骐聚资产管理有限公司,骐聚旭瀛多空主题1号私募证券投资基金|骐聚环球价值投资一号基金
上海悦禄资产管理中心（有限合伙）,悦禄垒土微枫1号基金|悦禄中国梦三期私募证券投资基金
深圳望正资产管理有限公司,望正精英-鹏辉1号证券投资基金2期|望正精英浩然6号私募证券投资基金|望正精英-鹏辉1号证券投资基金3期|望正尊享11号私募证券投资基金|望正尊享15号私募证券投资基金|望正精英鹏辉5号私募证券投资基金2期|望正研究精选证券投资基金|望正研究精选证券投资基金1期|望正尊享9号私募证券投资基金|望正精英鹏辉11号私募证券投资基金|望正尊享6号私募证券投资基金|望正卓越1号私募证券投资基金|望正香山一号私募证券投资基金|望正精英鹏辉10号私募证券投资基金|望正精英-鹏辉1号证券投资基金8期|望正精英-鹏辉1号证券投资基金4期|望正精英-鹏辉1号证券投资基金5期|望正精英-鹏辉1号证券投资基金6期|望正进取一号私募证券投资基金|望正精英-鹏辉1号证券投资基金7期|望正进取2号私募证券投资基金|望正精英浩然17号私募证券投资基金|望正精英浩然3号私募证券投资基金|望正精英浩然66号私募证券投资基金|望正精英浩然十号私募证券投资基金|望正精英-鹏辉1号私募证券投资基金9期|望正盈泰私募证券投资基金|望正尊享5号私募证券投资基金|望正精英浩然2号证券投资基金|望正尊享12号私募证券投资基金|望正精英浩然12号私募证券投资基金|望正精英鹏辉5号私募证券投资基金1期|望正精英-鹏辉1号私募证券投资基金10期|望正文超1号证券投资基金|望正精英鹏辉8号私募证券投资基金|望正精英浩然16号私募证券投资基金|望正尊享13号私募证券投资基金|望正精英鹏辉7号私募证券投资基金|望正精英鹏辉2号证券投资基金|望正尊享3号私募证券投资基金|望正精英明亮1号证券投资基金|望正精英鹏辉2号证券投资基金1期|鹏华资产浦望1号资产管理计划|望正尊享8号私募证券投资基金|望正尊享18号私募证券投资基金|望正精英鹏辉5号私募证券投资基金|望正精英浩然1号证券投资基金|望正精英继荣1号证券投资基金|金中投望正精英鹏辉私募证券投资基金|望正尊享7号私募证券投资基金|望正广合1号私募投资基金|望正尊享20号私募证券投资基金|望正精英浩然11号私募证券投资基金|望正精英鹏辉12号私募证券投资基金|望正精英浩然9号私募证券投资基金|望正共赢一号私募证券投资基金|望正精英浩然8号私募证券投资基金|浙商证券-望正诚朴1号私募证券投资基金|望正尊享1号私募证券投资基金|望正精英鹏辉5号私募证券投资基金5期|望正精英鹏辉3号私募证券投资基金|望正尊享2号私募证券投资基金|望正共赢二号私募证券投资基金|望正基石投资一号基金|望正精英-鹏辉1号证券投资基金|望正恒泰私募证券投资基金|望正精英-鹏辉1号证券投资基金1期|望正丰收1号私募证券投资基金
大连盛仕济圆基金管理有限公司,盛仕济圆分级对冲私募证券投资基金|盛仕济圆事件驱动壹号私募证券投资基金|大连盛仕盈盈壹号投资中心(有限合伙)
上海加峰投资咨询有限公司,加峰涨之势1号|加峰举牌一号私募基金|加峰洪舜3号私募证券投资基金
珠海东方金桥资本管理有限公司,珠海东方金桥一期股权投资合伙企业(有限合伙)|珠海东方金桥三期股权投资合伙企业(有限合伙)|珠海东方金桥二期股权投资合伙企业(有限合伙)
上海祥烨投资有限公司,梓烨台州刚泰国际中心投资基金
深圳市金海鹏投资有限公司,天津伍通股权投资基金合伙企业(有限合伙)
深圳市森得瑞股权投资基金管理有限公司,深圳市森得瑞股权投资基金合伙企业(有限合伙)|河南德瑞恒通高端装备创业投资基金有限公司|深圳前海森得瑞股权投资基金合伙企业(有限合伙)
国投创益产业基金管理有限公司,贫困地区产业发展基金有限公司|中央企业贫困地区产业投资基金股份有限公司
新疆晟果创业股权投资合伙企业（有限合伙）,湖南晟果财信投资企业(有限合伙)
宁波华建投资管理有限公司,宁波华建风险投资有限公司|宁波华建汇富创业投资有限公司
北京顺鑫智远资本管理有限公司,顺鑫智远成长1号私募证券投资基金|顺鑫置业1号私募证券投资基金
北京德泉财富投资基金有限公司,北京国信融锦投资管理中心(有限合伙)|北京德泉财富投资基金有限公司丽彩万达广场私募基金
上海姜钛公投资发展有限公司,姜太公封神榜旗舰1号基金|姜太公封神榜2号私募基金|姜太公财神榜1号阳光私募基金|上海姜钛公股添乐旗舰1号阳光私募证券投资基金
上海滚石投资管理有限公司,滚石1号现代制药证券投资基金|上海哥钰投资管理中心(有限合伙)|滚石6号保和堂股权投资基金(私募基金)|滚石7号保和堂股权投资基金(私募基金)|上海冉钰投资管理中心(有限合伙)|滚石3号运能能源股权投资基金|滚石9号股权投资私募基金|滚石2号现代制药证券投资基金
深圳市天意仁和资产管理有限公司,天意仁和资产精选轮动2号私募证券投资基金|天意仁和阿尔法基金|鹏华资产百业天意1号资产管理计划|天意仁和资产精选轮动私募投资基金|天意仁和资产沪深300增强私募证券投资基金
浙江正源仓投资管理有限公司,正源仓1号私募证券投资基金
深圳市林奇投资有限公司,林奇圆成基金
上海鼎筹资产管理事务所（有限合伙）,杭州运河之星投资私募基金2号|杭州运河之星投资私募基金1号|鼎筹观泽私募投资基金1 号|金诚环球资产配置私募基金1号|鼎筹观泽私募投资基金|鼎筹海外并购基金1号私募基金|鼎筹海外并购基金|杭州运河之星投资私募基金
